DATE,RCH[m3/s],RCH[m/day]
5/1/2019 0:00,0.106798063,0.001992949
5/1/2019 1:00,0.20275011,0.003783501
5/1/2019 2:00,0.166699514,0.003110764
5/1/2019 3:00,0.291886488,0.005446867
5/1/2019 4:00,0.224079326,0.004181523
5/1/2019 5:00,0.217318434,0.004055359
5/1/2019 6:00,0.180839433,0.003374628
5/1/2019 7:00,0.098406567,0.001836356
5/1/2019 8:00,0.095421905,0.001780659
5/1/2019 9:00,0.085514649,0.001595781
5/1/2019 10:00,0.083483598,0.00155788
5/1/2019 11:00,0.083499521,0.001558177
5/1/2019 12:00,0.083510401,0.00155838
5/1/2019 13:00,0.083516943,0.001558502
5/1/2019 14:00,0.083519877,0.001558557
5/1/2019 15:00,0.083519038,0.001558541
5/1/2019 16:00,0.08306688,0.001550103
5/1/2019 17:00,0.08095332,0.001510662
5/1/2019 18:00,0.080940864,0.00151043
5/1/2019 19:00,0.080921548,0.001510069
5/1/2019 20:00,0.080890117,0.001509483
5/1/2019 21:00,0.08086115,0.001508942
5/1/2019 22:00,0.080835853,0.00150847
5/1/2019 23:00,0.080270215,0.001497915
5/2/2019 0:00,0.077693608,0.001449833
5/2/2019 1:00,0.077678736,0.001449556
5/2/2019 2:00,0.077666836,0.001449334
5/2/2019 3:00,0.077655128,0.001449115
5/2/2019 4:00,0.076753523,0.00143229
5/2/2019 5:00,0.074090806,0.001382602
5/2/2019 6:00,0.073838282,0.001377889
5/2/2019 7:00,0.073820951,0.001377566
5/2/2019 8:00,0.073475865,0.001371126
5/2/2019 9:00,0.071623523,0.00133656
5/2/2019 10:00,0.070133993,0.001308764
5/2/2019 11:00,0.07010953,0.001308307
5/2/2019 12:00,0.07008372,0.001307826
5/2/2019 13:00,0.070053601,0.001307264
5/2/2019 14:00,0.070009059,0.001306433
5/2/2019 15:00,0.069953396,0.001305394
5/2/2019 16:00,0.069896,0.001304323
5/2/2019 17:00,0.069172764,0.001290827
5/2/2019 18:00,0.067823343,0.001265645
5/2/2019 19:00,0.067745031,0.001264184
5/2/2019 20:00,0.067672346,0.001262827
5/2/2019 21:00,0.067602448,0.001261523
5/2/2019 22:00,0.067537241,0.001260306
5/2/2019 23:00,0.067478091,0.001259202
5/3/2019 0:00,0.067423835,0.00125819
5/3/2019 1:00,0.067376934,0.001257315
5/3/2019 2:00,0.067336259,0.001256556
5/3/2019 3:00,0.067297698,0.001255836
5/3/2019 4:00,0.067258829,0.001255111
5/3/2019 5:00,0.067219605,0.001254379
5/3/2019 6:00,0.067180064,0.001253641
5/3/2019 7:00,0.067140232,0.001252898
5/3/2019 8:00,0.06710019,0.00125215
5/3/2019 9:00,0.067059901,0.001251399
5/3/2019 10:00,0.067019215,0.001250639
