DATETIME,Discharge[m3/s],,,,
5/20/2017 4:45,0.044457316,,,,
5/20/2017 5:00,0.044457316,,,,
5/20/2017 5:15,0.044457316,,,,
5/20/2017 5:30,0.044457316,,,,
5/20/2017 5:45,0.042723392,,,,
5/20/2017 6:00,0.044457316,,,,
5/20/2017 6:15,0.042723392,,,,
5/20/2017 6:30,0.044457316,,,,
5/20/2017 6:45,0.042723392,,,,
5/20/2017 7:00,0.042723392,,,,
5/20/2017 7:15,0.042723392,,,,
5/20/2017 7:30,0.042723392,,,,
5/20/2017 7:45,0.044457316,,,,
5/20/2017 8:00,0.042723392,,,,
5/20/2017 8:15,0.044457316,,,,
5/20/2017 8:30,0.044457316,,,,
5/20/2017 8:45,0.042723392,,,,
5/20/2017 9:00,0.042723392,,,,
5/20/2017 9:15,0.042723392,,,,
5/20/2017 9:30,0.042723392,,,,
5/20/2017 9:45,0.044457316,,,,
5/20/2017 10:00,0.042723392,,,,
5/20/2017 10:15,0.042723392,,,,
5/20/2017 10:30,0.044457316,,,,
5/20/2017 10:45,0.042723392,,,,
5/20/2017 11:00,0.044457316,,,,
5/20/2017 11:15,0.042723392,,,,
5/20/2017 11:30,0.044457316,,,,
5/20/2017 11:45,0.044457316,,,,
5/20/2017 12:00,0.042723392,,,,
5/20/2017 12:15,0.042723392,,,,
5/20/2017 12:30,0.044457316,,,,
5/20/2017 12:45,0.042723392,,,,
5/20/2017 13:00,0.044457316,,,,
5/20/2017 13:15,0.044457316,,,,
5/20/2017 13:30,0.044457316,,,,
5/20/2017 13:45,0.046232173,,,,
5/20/2017 14:00,0.044457316,,,,
5/20/2017 14:15,0.046232173,,,,
5/20/2017 14:30,0.046232173,,,,
5/20/2017 14:45,0.046232173,,,,
5/20/2017 15:00,0.044457316,,,,
5/20/2017 15:15,0.046232173,,,,
5/20/2017 15:30,0.044457316,,,,
5/20/2017 15:45,0.048048256,,,,
5/20/2017 16:00,0.046232173,,,,
5/20/2017 16:15,0.046232173,,,,
5/20/2017 16:30,0.046232173,,,,
5/20/2017 16:45,0.046232173,,,,
5/20/2017 17:00,0.046232173,,,,
5/20/2017 17:15,0.048048256,,,,
5/20/2017 17:30,0.048048256,,,,
5/20/2017 17:45,0.049905856,,,,
5/20/2017 18:00,0.048048256,,,,
5/20/2017 18:15,0.046232173,,,,
5/20/2017 18:30,0.048048256,,,,
5/20/2017 18:45,0.048048256,,,,
5/20/2017 19:00,0.046232173,,,,
5/20/2017 19:15,0.048048256,,,,
5/20/2017 19:30,0.046232173,,,,
5/20/2017 19:45,0.046232173,,,,
5/20/2017 20:00,0.046232173,,,,
5/20/2017 20:15,0.046232173,,,,
5/20/2017 20:30,0.046232173,,,,
5/20/2017 20:45,0.046232173,,,,
5/20/2017 21:00,0.046232173,,,,
5/20/2017 21:15,0.046232173,,,,
5/20/2017 21:30,0.048048256,,,,
5/20/2017 21:45,0.048048256,,,,
5/20/2017 22:00,0.046232173,,,,
5/20/2017 22:15,0.046232173,,,,
5/20/2017 22:30,0.046232173,,,,
5/20/2017 22:45,0.048048256,,,,
5/20/2017 23:00,0.046232173,,,,
5/20/2017 23:15,0.048048256,,,,
5/20/2017 23:30,0.046232173,,,,
5/20/2017 23:45,0.046232173,,,,
5/21/2017,0.048048256,,,,
5/21/2017 0:15,0.046232173,,,,
5/21/2017 0:30,0.046232173,,,,
5/21/2017 0:45,0.046232173,,,,
5/21/2017 1:00,0.046232173,,,,
5/21/2017 1:15,0.046232173,,,,
5/21/2017 1:30,0.046232173,,,,
5/21/2017 1:45,0.046232173,,,,
5/21/2017 2:00,0.046232173,,,,
5/21/2017 2:15,0.046232173,,,,
5/21/2017 2:30,0.046232173,,,,
5/21/2017 2:45,0.046232173,,,,
5/21/2017 3:00,0.046232173,,,,
5/21/2017 3:15,0.044457316,,,,
5/21/2017 3:30,0.048048256,,,,
5/21/2017 3:45,0.048048256,,,,
5/21/2017 4:00,0.046232173,,,,
5/21/2017 4:15,0.046232173,,,,
5/21/2017 4:30,0.046232173,,,,
5/21/2017 4:45,0.046232173,,,,
5/21/2017 5:00,0.046232173,,,,
5/21/2017 5:15,0.046232173,,,,
5/21/2017 5:30,0.046232173,,,,
5/21/2017 5:45,0.048048256,,,,
5/21/2017 6:00,0.046232173,,,,
5/21/2017 6:15,0.046232173,,,,
5/21/2017 6:30,0.048048256,,,,
5/21/2017 6:45,0.046232173,,,,
5/21/2017 7:00,0.046232173,,,,
5/21/2017 7:15,0.046232173,,,,
5/21/2017 7:30,0.046232173,,,,
5/21/2017 7:45,0.046232173,,,,
5/21/2017 8:00,0.048048256,,,,
5/21/2017 8:15,0.046232173,,,,
5/21/2017 8:30,0.048048256,,,,
5/21/2017 8:45,0.046232173,,,,
5/21/2017 9:00,0.046232173,,,,
5/21/2017 9:15,0.046232173,,,,
5/21/2017 9:30,0.048048256,,,,
5/21/2017 9:45,0.046232173,,,,
5/21/2017 10:00,0.046232173,,,,
5/21/2017 10:15,0.048048256,,,,
5/21/2017 10:30,0.046232173,,,,
5/21/2017 10:45,0.048048256,,,,
5/21/2017 11:00,0.044457316,,,,
5/21/2017 11:15,0.044457316,,,,
5/21/2017 11:30,0.046232173,,,,
5/21/2017 11:45,0.048048256,,,,
5/21/2017 12:00,0.046232173,,,,
5/21/2017 12:15,0.048048256,,,,
5/21/2017 12:30,0.048048256,,,,
5/21/2017 12:45,0.046232173,,,,
5/21/2017 13:00,0.046232173,,,,
5/21/2017 13:15,0.048048256,,,,
5/21/2017 13:30,0.046232173,,,,
5/21/2017 13:45,0.046232173,,,,
5/21/2017 14:00,0.048048256,,,,
5/21/2017 14:15,0.046232173,,,,
5/21/2017 14:30,0.048048256,,,,
5/21/2017 14:45,0.048048256,,,,
5/21/2017 15:00,0.048048256,,,,
5/21/2017 15:15,0.048048256,,,,
5/21/2017 15:30,0.048048256,,,,
5/21/2017 15:45,0.046232173,,,,
5/21/2017 16:00,0.048048256,,,,
5/21/2017 16:15,0.048048256,,,,
5/21/2017 16:30,0.048048256,,,,
5/21/2017 16:45,0.048048256,,,,
5/21/2017 17:00,0.048048256,,,,
5/21/2017 17:15,0.049905856,,,,
5/21/2017 17:30,0.048048256,,,,
5/21/2017 17:45,0.048048256,,,,
5/21/2017 18:00,0.048048256,,,,
5/21/2017 18:15,0.049905856,,,,
5/21/2017 18:30,0.048048256,,,,
5/21/2017 18:45,0.048048256,,,,
5/21/2017 19:00,0.049905856,,,,
5/21/2017 19:15,0.051805273,,,,
5/21/2017 19:30,0.049905856,,,,
5/21/2017 19:45,0.049905856,,,,
5/21/2017 20:00,0.049905856,,,,
5/21/2017 20:15,0.049905856,,,,
5/21/2017 20:30,0.049905856,,,,
5/21/2017 20:45,0.051805273,,,,
5/21/2017 21:00,0.051805273,,,,
5/21/2017 21:15,0.051805273,,,,
5/21/2017 21:30,0.049905856,,,,
5/21/2017 21:45,0.051805273,,,,
5/21/2017 22:00,0.051805273,,,,
5/21/2017 22:15,0.049905856,,,,
5/21/2017 22:30,0.049905856,,,,
5/21/2017 22:45,0.051805273,,,,
5/21/2017 23:00,0.051805273,,,,
5/21/2017 23:15,0.051805273,,,,
5/21/2017 23:30,0.05374677,,,,
5/21/2017 23:45,0.051805273,,,,
5/22/2017,0.051805273,,,,
5/22/2017 0:15,0.05374677,,,,
5/22/2017 0:30,0.05374677,,,,
5/22/2017 0:45,0.05374677,,,,
5/22/2017 1:00,0.05374677,,,,
5/22/2017 1:15,0.055730642,,,,
5/22/2017 1:30,0.05374677,,,,
5/22/2017 1:45,0.05374677,,,,
5/22/2017 2:00,0.055730642,,,,
5/22/2017 2:15,0.05374677,,,,
5/22/2017 2:30,0.051805273,,,,
5/22/2017 2:45,0.05374677,,,,
5/22/2017 3:00,0.057757171,,,,
5/22/2017 3:15,0.05374677,,,,
5/22/2017 3:30,0.055730642,,,,
5/22/2017 3:45,0.055730642,,,,
5/22/2017 4:00,0.055730642,,,,
5/22/2017 4:15,0.055730642,,,,
5/22/2017 4:30,0.057757171,,,,
5/22/2017 4:45,0.055730642,,,,
5/22/2017 5:00,0.055730642,,,,
5/22/2017 5:15,0.05374677,,,,
5/22/2017 5:30,0.055730642,,,,
5/22/2017 5:45,0.055730642,,,,
5/22/2017 6:00,0.057757171,,,,
5/22/2017 6:15,0.057757171,,,,
5/22/2017 6:30,0.057757171,,,,
5/22/2017 6:45,0.057757171,,,,
5/22/2017 7:00,0.059826635,,,,
5/22/2017 7:15,0.055730642,,,,
5/22/2017 7:30,0.057757171,,,,
5/22/2017 7:45,0.055730642,,,,
5/22/2017 8:00,0.057757171,,,,
5/22/2017 8:15,0.057757171,,,,
5/22/2017 8:30,0.057757171,,,,
5/22/2017 8:45,0.057757171,,,,
5/22/2017 9:00,0.059826635,,,,
5/22/2017 9:15,0.057757171,,,,
5/22/2017 9:30,0.057757171,,,,
5/22/2017 9:45,0.059826635,,,,
5/22/2017 10:00,0.059826635,,,,
5/22/2017 10:15,0.059826635,,,,
5/22/2017 10:30,0.057757171,,,,
5/22/2017 10:45,0.061939311,,,,
5/22/2017 11:00,0.059826635,,,,
5/22/2017 11:15,0.061939311,,,,
5/22/2017 11:30,0.059826635,,,,
5/22/2017 11:45,0.059826635,,,,
5/22/2017 12:00,0.059826635,,,,
5/22/2017 12:15,0.055730642,,,,
5/22/2017 12:30,0.061939311,,,,
5/22/2017 12:45,0.061939311,,,,
5/22/2017 13:00,0.057757171,,,,
5/22/2017 13:15,0.057757171,,,,
5/22/2017 13:30,0.061939311,,,,
5/22/2017 13:45,0.059826635,,,,
5/22/2017 14:00,0.059826635,,,,
5/22/2017 14:15,0.061939311,,,,
5/22/2017 14:30,0.059826635,,,,
5/22/2017 14:45,0.059826635,,,,
5/22/2017 15:00,0.061939311,,,,
5/22/2017 15:15,0.061939311,,,,
5/22/2017 15:30,0.059826635,,,,
5/22/2017 15:45,0.061939311,,,,
5/22/2017 16:00,0.066295411,,,,
5/22/2017 16:15,0.059826635,,,,
5/22/2017 16:30,0.059826635,,,,
5/22/2017 16:45,0.064095488,,,,
5/22/2017 17:00,0.061939311,,,,
5/22/2017 17:15,0.064095488,,,,
5/22/2017 17:30,0.061939311,,,,
5/22/2017 17:45,0.064095488,,,,
5/22/2017 18:00,0.061939311,,,,
5/22/2017 18:15,0.066295411,,,,
5/22/2017 18:30,0.066295411,,,,
5/22/2017 18:45,0.066295411,,,,
5/22/2017 19:00,0.064095488,,,,
5/22/2017 19:15,0.064095488,,,,
5/22/2017 19:30,0.064095488,,,,
5/22/2017 19:45,0.064095488,,,,
5/22/2017 20:00,0.068539364,,,,
5/22/2017 20:15,0.061939311,,,,
5/22/2017 20:30,0.064095488,,,,
5/22/2017 20:45,0.064095488,,,,
5/22/2017 21:00,0.061939311,,,,
5/22/2017 21:15,0.066295411,,,,
5/22/2017 21:30,0.066295411,,,,
5/22/2017 21:45,0.064095488,,,,
5/22/2017 22:00,0.061939311,,,,
5/22/2017 22:15,0.064095488,,,,
5/22/2017 22:30,0.066295411,,,,
5/22/2017 22:45,0.064095488,,,,
5/22/2017 23:00,0.064095488,,,,
5/22/2017 23:15,0.064095488,,,,
5/22/2017 23:30,0.064095488,,,,
5/22/2017 23:45,0.064095488,,,,
5/23/2017,0.064095488,,,,
5/23/2017 0:15,0.061939311,,,,
5/23/2017 0:30,0.061939311,,,,
5/23/2017 0:45,0.066295411,,,,
5/23/2017 1:00,0.066295411,,,,
5/23/2017 1:15,0.064095488,,,,
5/23/2017 1:30,0.064095488,,,,
5/23/2017 1:45,0.064095488,,,,
5/23/2017 2:00,0.064095488,,,,
5/23/2017 2:15,0.064095488,,,,
5/23/2017 2:30,0.064095488,,,,
5/23/2017 2:45,0.064095488,,,,
5/23/2017 3:00,0.064095488,,,,
5/23/2017 3:15,0.064095488,,,,
5/23/2017 3:30,0.066295411,,,,
5/23/2017 3:45,0.066295411,,,,
5/23/2017 4:00,0.064095488,,,,
5/23/2017 4:15,0.068539364,,,,
5/23/2017 4:30,0.066295411,,,,
5/23/2017 4:45,0.064095488,,,,
5/23/2017 5:00,0.064095488,,,,
5/23/2017 5:15,0.064095488,,,,
5/23/2017 5:30,0.066295411,,,,
5/23/2017 5:45,0.066295411,,,,
5/23/2017 6:00,0.066295411,,,,
5/23/2017 6:15,0.066295411,,,,
5/23/2017 6:30,0.066295411,,,,
5/23/2017 6:45,0.066295411,,,,
5/23/2017 7:00,0.066295411,,,,
5/23/2017 7:15,0.064095488,,,,
5/23/2017 7:30,0.064095488,,,,
5/23/2017 7:45,0.064095488,,,,
5/23/2017 8:00,0.068539364,,,,
5/23/2017 8:15,0.066295411,,,,
5/23/2017 8:30,0.068539364,,,,
5/23/2017 8:45,0.064095488,,,,
5/23/2017 9:00,0.066295411,,,,
5/23/2017 9:15,0.068539364,,,,
5/23/2017 9:30,0.068539364,,,,
5/23/2017 9:45,0.066295411,,,,
5/23/2017 10:00,0.066295411,,,,
5/23/2017 10:15,0.066295411,,,,
5/23/2017 10:30,0.066295411,,,,
5/23/2017 10:45,0.066295411,,,,
5/23/2017 11:00,0.068539364,,,,
5/23/2017 11:15,0.066295411,,,,
5/23/2017 11:30,0.066295411,,,,
5/23/2017 11:45,0.068539364,,,,
5/23/2017 12:00,0.064095488,,,,
5/23/2017 12:15,0.068539364,,,,
5/23/2017 12:30,0.068539364,,,,
5/23/2017 12:45,0.068539364,,,,
5/23/2017 13:00,0.068539364,,,,
5/23/2017 13:15,0.070827614,,,,
5/23/2017 13:30,0.07316043,,,,
5/23/2017 13:45,0.070827614,,,,
5/23/2017 14:00,0.070827614,,,,
5/23/2017 14:15,0.068539364,,,,
5/23/2017 14:30,0.07316043,,,,
5/23/2017 14:45,0.07316043,,,,
5/23/2017 15:00,0.070827614,,,,
5/23/2017 15:15,0.070827614,,,,
5/23/2017 15:30,0.07316043,,,,
5/23/2017 15:45,0.070827614,,,,
5/23/2017 16:00,0.070827614,,,,
5/23/2017 16:15,0.07316043,,,,
5/23/2017 16:30,0.070827614,,,,
5/23/2017 16:45,0.07316043,,,,
5/23/2017 17:00,0.068539364,,,,
5/23/2017 17:15,0.070827614,,,,
5/23/2017 17:30,0.070827614,,,,
5/23/2017 17:45,0.070827614,,,,
5/23/2017 18:00,0.070827614,,,,
5/23/2017 18:15,0.070827614,,,,
5/23/2017 18:30,0.07316043,,,,
5/23/2017 18:45,0.07316043,,,,
5/23/2017 19:00,0.07316043,,,,
5/23/2017 19:15,0.07316043,,,,
5/23/2017 19:30,0.07316043,,,,
5/23/2017 19:45,0.075538074,,,,
5/23/2017 20:00,0.07316043,,,,
5/23/2017 20:15,0.07316043,,,,
5/23/2017 20:30,0.07316043,,,,
5/23/2017 20:45,0.07316043,,,,
5/23/2017 21:00,0.07316043,,,,
5/23/2017 21:15,0.07316043,,,,
5/23/2017 21:30,0.07316043,,,,
5/23/2017 21:45,0.07316043,,,,
5/23/2017 22:00,0.070827614,,,,
5/23/2017 22:15,0.070827614,,,,
5/23/2017 22:30,0.07316043,,,,
5/23/2017 22:45,0.07316043,,,,
5/23/2017 23:00,0.07316043,,,,
5/23/2017 23:15,0.075538074,,,,
5/23/2017 23:30,0.07316043,,,,
5/23/2017 23:45,0.070827614,,,,
5/24/2017,0.075538074,,,,
5/24/2017 0:15,0.070827614,,,,
5/24/2017 0:30,0.07316043,,,,
5/24/2017 0:45,0.07316043,,,,
5/24/2017 1:00,0.07316043,,,,
5/24/2017 1:15,0.07316043,,,,
5/24/2017 1:30,0.07316043,,,,
5/24/2017 1:45,0.075538074,,,,
5/24/2017 2:00,0.07316043,,,,
5/24/2017 2:15,0.07316043,,,,
5/24/2017 2:30,0.07316043,,,,
5/24/2017 2:45,0.07316043,,,,
5/24/2017 3:00,0.070827614,,,,
5/24/2017 3:15,0.07316043,,,,
5/24/2017 3:30,0.07316043,,,,
5/24/2017 3:45,0.07316043,,,,
5/24/2017 4:00,0.07316043,,,,
5/24/2017 4:15,0.075538074,,,,
5/24/2017 4:30,0.070827614,,,,
5/24/2017 4:45,0.075538074,,,,
5/24/2017 5:00,0.07316043,,,,
5/24/2017 5:15,0.07316043,,,,
5/24/2017 5:30,0.07316043,,,,
5/24/2017 5:45,0.07316043,,,,
5/24/2017 6:00,0.075538074,,,,
5/24/2017 6:15,0.075538074,,,,
5/24/2017 6:30,0.07316043,,,,
5/24/2017 6:45,0.07316043,,,,
5/24/2017 7:00,0.075538074,,,,
5/24/2017 7:15,0.07316043,,,,
5/24/2017 7:30,0.075538074,,,,
5/24/2017 7:45,0.075538074,,,,
5/24/2017 8:00,0.075538074,,,,
5/24/2017 8:15,0.07316043,,,,
5/24/2017 8:30,0.07316043,,,,
5/24/2017 8:45,0.075538074,,,,
5/24/2017 9:00,0.07316043,,,,
5/24/2017 9:15,0.075538074,,,,
5/24/2017 9:30,0.07316043,,,,
5/24/2017 9:45,0.07316043,,,,
5/24/2017 10:00,0.075538074,,,,
5/24/2017 10:15,0.075538074,,,,
5/24/2017 10:30,0.075538074,,,,
5/24/2017 10:45,0.075538074,,,,
5/24/2017 11:00,0.07316043,,,,
5/24/2017 11:15,0.075538074,,,,
5/24/2017 11:30,0.075538074,,,,
5/24/2017 11:45,0.075538074,,,,
5/24/2017 12:00,0.07796081,,,,
5/24/2017 12:15,0.075538074,,,,
5/24/2017 12:30,0.07796081,,,,
5/24/2017 12:45,0.075538074,,,,
5/24/2017 13:00,0.07316043,,,,
5/24/2017 13:15,0.07796081,,,,
5/24/2017 13:30,0.07796081,,,,
5/24/2017 13:45,0.075538074,,,,
5/24/2017 14:00,0.07796081,,,,
5/24/2017 14:15,0.080428913,,,,
5/24/2017 14:30,0.080428913,,,,
5/24/2017 14:45,0.07796081,,,,
5/24/2017 15:00,0.07796081,,,,
5/24/2017 15:15,0.07796081,,,,
5/24/2017 15:30,0.080428913,,,,
5/24/2017 15:45,0.07796081,,,,
5/24/2017 16:00,0.07796081,,,,
5/24/2017 16:15,0.07796081,,,,
5/24/2017 16:30,0.07796081,,,,
5/24/2017 16:45,0.07796081,,,,
5/24/2017 17:00,0.080428913,,,,
5/24/2017 17:15,0.080428913,,,,
5/24/2017 17:30,0.080428913,,,,
5/24/2017 17:45,0.080428913,,,,
5/24/2017 18:00,0.080428913,,,,
5/24/2017 18:15,0.082942612,,,,
5/24/2017 18:30,0.080428913,,,,
5/24/2017 18:45,0.080428913,,,,
5/24/2017 19:00,0.082942612,,,,
5/24/2017 19:15,0.082942612,,,,
5/24/2017 19:30,0.082942612,,,,
5/24/2017 19:45,0.082942612,,,,
5/24/2017 20:00,0.080428913,,,,
5/24/2017 20:15,0.082942612,,,,
5/24/2017 20:30,0.085502178,,,,
5/24/2017 20:45,0.082942612,,,,
5/24/2017 21:00,0.082942612,,,,
5/24/2017 21:15,0.085502178,,,,
5/24/2017 21:30,0.085502178,,,,
5/24/2017 21:45,0.082942612,,,,
5/24/2017 22:00,0.082942612,,,,
5/24/2017 22:15,0.085502178,,,,
